name,threads,time
gradient2,22,0.598994
gradient2,23,0.564971
gradient2,24,0.53832
gradient2,25,0.518445
gradient2,26,0.496716
gradient2,27,0.506218
gradient2,28,0.462524
gradient2,29,0.445053
gradient2,30,0.459081
gradient2,31,0.419919
gradient2,32,0.411452
minmax,0,25.8368
minmax,1,26.7299
minmax,2,16.3209
minmax,3,11.09
minmax,4,7.92303
minmax,5,5.87093
minmax,6,4.78617
minmax,7,4.46166
minmax,8,3.66402
minmax,9,3.38894
minmax,10,3.08725
minmax,11,2.93357
minmax,12,2.61199
minmax,13,2.2201
minmax,14,2.25427
minmax,15,2.00522
minmax,16,1.83109
minmax,17,1.84267
minmax,18,1.71385
minmax,19,1.67393
minmax,20,1.471
minmax,21,1.32919
minmax,22,1.27744
minmax,23,1.28124
minmax,24,1.2983
minmax,25,1.11805
minmax,26,1.15361
minmax,27,1.04818
minmax,28,1.18664
minmax,29,0.971963
minmax,30,1.19977
minmax,31,1.03102
minmax,32,0.92059
max-seg-strip,0,28.4621
max-seg-strip,1,36.3857
max-seg-strip,2,22.0685
max-seg-strip,3,15.6072
max-seg-strip,4,11.57
max-seg-strip,5,8.7671
max-seg-strip,6,6.916
max-seg-strip,7,6.54146
max-seg-strip,8,4.6987
max-seg-strip,9,4.5123
max-seg-strip,10,4.73362
max-seg-strip,11,3.44149
max-seg-strip,12,3.09129
max-seg-strip,13,3.06632
max-seg-strip,14,2.88967
max-seg-strip,15,2.88222
max-seg-strip,16,2.53201
max-seg-strip,17,2.66345
max-seg-strip,18,2.30929
max-seg-strip,19,2.36461
max-seg-strip,20,2.24742
max-seg-strip,21,2.01705
max-seg-strip,22,2.01186
max-seg-strip,23,1.83489
max-seg-strip,24,1.88413
max-seg-strip,25,1.73828
max-seg-strip,26,1.5092
max-seg-strip,27,1.33737
max-seg-strip,28,1.48544
max-seg-strip,29,1.50203
max-seg-strip,30,1.53418
max-seg-strip,31,1.27762
max-seg-strip,32,1.17735
max-bottom-box,0,26.7445
max-bottom-box,1,30.0235
max-bottom-box,2,16.763
max-bottom-box,3,10.9985
max-bottom-box,4,8.67881
max-bottom-box,5,6.7877
max-bottom-box,6,5.61529
max-bottom-box,7,4.66647
max-bottom-box,8,4.21245
max-bottom-box,9,3.63478
max-bottom-box,10,3.1877
max-bottom-box,11,2.91009
max-bottom-box,12,2.67126
max-bottom-box,13,2.55049
max-bottom-box,14,2.28504
max-bottom-box,15,2.16651
max-bottom-box,16,2.01278
max-bottom-box,17,1.89548
